,상호명,별점,주소,카테고리,이미지,거리
88,풍천숯불민물장어,0.0,서울 강서구 초록마을로 6,"['장어', '먹장어요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_61%2F1547809887848v7qcs_JPEG%2FNuBWLvmfrN1VnlgN-LCPMR40.jpg,434
89,백제추어탕 강서화곡직영점,0.0,서울 강서구 강서로 221 1층 2호,['추어탕'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241008_294%2F1728317037313h6qIq_PNG%2F%25C1%25A6%25B8%25F1%25C0%25BB-%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-001_%252817%2529.png,558
90,소담촌 화곡점,4.36,서울 강서구 화곡로 117 1층,['샤브샤브'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160613_144%2F1465784597671O8rFa_JPEG%2F176556613022814_0.jpeg,618
91,화곡면옥,4.28,서울 강서구 화곡로26길 6 1층 화곡면옥,['한식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240118_107%2F1705574125100f6wqL_JPEG%2FIMG_3106.jpeg,197
92,까치산 냉면&김치찌개 본점,0.0,서울 강서구 강서로15길 40 1층 101호,['한식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250415_256%2F1744705381874GgtHN_PNG%2F%25B9%25F6%25BC%25B8%25B4%25DF%25B8%25C5%25BF%25EE%25C5%25C1_%25B8%25D4%25B4%25C2_%25BB%25E7%25C1%25F8_5_%25C4%25BF%25C7%25C3.png,1129
93,싱싱샐러드 화곡점,0.0,서울 강서구 화곡로 289 1층 102호,"['다이어트', '샐러드']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230508_220%2F16835405466964Wjbk_JPEG%2F20230508_190903_2.jpg,1071
94,철길부산집 화곡역점,0.0,서울 강서구 화곡로 119 동인빌딩 1층,['요리주점'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240627_160%2F17194670774154Ym5H_PNG%2F20230921_141613.png,584
95,왕장군주먹고기 본점,4.53,서울 양천구 월정로 237,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190712_33%2F1562930459740QPMWL_JPEG%2FMKYlgDr6_rz9UNyjvaitYVUM.jpeg.jpg,842
96,천리향양꼬치 무한리필고기,4.71,서울 강서구 화곡로 137 전원빌딩 2층,['양꼬치'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200821_27%2F1597992123523wmcT4_JPEG%2FWN6ERSoZeMDUwrJ-9vlqDpH1.jpg,407
97,송화명가,4.28,서울 강서구 강서로45나길 47 선재빌딩,['한식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190622_165%2F1561207298904QRkyh_JPEG%2FJfXe50CTUiW3ogtXqgFU-yzp.jpeg.jpg,1013
98,파리바게뜨 화곡3동점,4.38,서울 강서구 화곡로 111 스카이빌딩 1층,['베이커리'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250221_76%2F17401002911228iQbX_JPEG%2F1000002895.jpg,667
99,까치산정육식당,0.0,서울 강서구 강서로 155 1층 103호,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240420_90%2F1713611491903uFkp6_JPEG%2FIMG_9727.jpeg,191
100,코지로오모테나시 화곡점,4.77,서울 강서구 가로공원로76길 9 1층 코지로오모테나시 화곡점,"['맥주', '호프']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240116_207%2F1705390984102cmWDS_JPEG%2F20240115_180702.jpg,724
101,스시쇼쿠닌,4.63,서울 강서구 강서로17길 36 원정빌딩 1층,"['초밥', '롤']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231007_98%2F1696645336234GGzKE_JPEG%2F20231007_111002.jpg,1086
102,마반장 화곡본점,4.35,서울 강서구 강서로45길 19 호은빌딩,['감자탕'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_64%2F1441027929163Srlsm_JPEG%2F12835421_0.jpg,826
103,I AM KITCHEN R.,4.55,서울 강서구 강서로 247 1층 9호,['피자'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190209_165%2F1549721596669vKe8R_JPEG%2Flyr-8eBX_PcqTRrUh3MbiZlI.jpeg.jpg,766
104,와카츠,0.0,서울 강서구 강서로17길 16 1층,['돈가스'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190630_112%2F1561903804552PwCfm_JPEG%2F_AW3isaZu9lvI5Syn6Ioe_jk.jpeg.jpg,1061
105,바르다김선생 우장산역점,4.25,서울 강서구 강서로 242 1층 115호,['분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180514_107%2F1526279778335XG5hi_JPEG%2FHQJ4NtG9eLYWJQXBqEndipN0.jpg,691
106,달빛오징어광어 화곡점,4.44,서울 강서구 까치산로 30 1층 달빛오징어광어 화곡점,"['해물', '생선요리']",,221
107,홍콩반점0410 화곡역점,4.25,서울 강서구 화곡로 140 거영오피스텔,['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241204_78%2F1733291690710YBoFm_PNG%2FKakaoTalk_20241204_143552883.png,409
108,해성골초밥,0.0,서울 강서구 화곡로 142 1층 102호,"['초밥', '롤']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250418_288%2F1744971494612L3ggz_JPEG%2FIMG_9379.jpeg,377
109,코앤타베 까치산역점,4.58,서울 강서구 강서로 55 2층,['요리주점'],,1146
110,명품양꼬치,4.42,서울 강서구 화곡로 119 동인빌딩 2층,['양꼬치'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190424_289%2F1556085124769VbwvQ_JPEG%2F58JthnMc0u9r-d5aYKI5lsnG.jpg,584
111,카페 마르멜로,0.0,서울 강서구 곰달래로25길 37 1층,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250217_207%2F1739794520781B2sXA_JPEG%2FKakaoTalk_20250215_173624711.jpg,1290
112,디저트39 화곡더챔버점,0.0,"서울 강서구 강서로 174 106호, 107호",['카페'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250220_296%2F1740037299681GvIat_JPEG%2FIMG_6505.jpeg,82
113,맥켄지커피 까치산역본점,4.55,서울 강서구 강서로 47-6 신보빌딩,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240229_129%2F1709200779059UdLBu_JPEG%2FIMG_9735.jpeg,1210
114,피슈마라홍탕 화곡점,0.0,서울 강서구 화곡로 158 2층,['마라탕'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190320_10%2F1553040547084oIbGH_JPEG%2FN8SKtuTiA98yb8l1WHLduwep.jpg,226
115,준코노래타운 화곡점,4.48,서울 강서구 공항대로46길 90 덕영빌딩,['요리주점'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230224_61%2F1677165799605wuaMq_JPEG%2F1676348878124-0.jpg,1396
116,고소미부엌 화곡점,0.0,서울 강서구 강서로34길 14 1층 고소미부엌,['분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220426_32%2F1650979603339U6sKX_JPEG%2FC9E0B96E-7EEC-421E-BF6F-350D91F59604.jpeg,73
117,프레퍼스 다이어트 푸드 화곡역점,0.0,서울 강서구 화곡로 142 메가박스 1층 111호,"['다이어트', '샐러드']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230820_255%2F1692543267756mpqJq_JPEG%2F%25B8%25DE%25C0%25CE%25C0%25CC%25B9%25CC%25C1%25F6_%25BC%25F6%25C1%25A4.jpg,377
118,탐앤탐스 강서구청점,4.36,"서울 강서구 화곡로 311 1,2층",['카페'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200319_82%2F1584616970740XwSBM_JPEG%2Fn-NMmexiOxMdJ0tiC3N4LlDw.jpeg.jpg,1310
119,우장회관,0.0,서울 강서구 강서로45길 46 수경빌딩 1층 우장회관,['돼지고기구이'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240628_169%2F171955996488551jRO_JPEG%2F24_%25282%2529.jpg,939
120,번양집 화곡점,0.0,서울 강서구 까치산로 41-1 1층 우측,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241202_195%2F1733147336729adcTa_JPEG%2FIMG_4623.jpeg,314
121,원조마산아구꽃게찜,4.41,서울 강서구 강서로17길 137,"['아귀찜', '해물찜']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221204_224%2F1670140798346UUuyl_JPEG%2Fimage.jpg,1197
122,온하다,0.0,서울 강서구 화곡로 297 온하다,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250317_293%2F17421718004644NfCb_JPEG%2FIMG_6028_3.jpg,1151
123,향리원 마라탕,0.0,서울 강서구 강서로 271 1층 13호의 1호(내발산동),['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220726_161%2F1658836748636SnU0I_JPEG%2F4AB8CB6C-4824-48F1-AAE8-43705C8F28BC.jpeg,971
124,해바라기정육식당 강서점,4.43,서울 강서구 화곡로 218 1층 해바라기 정육식당,['정육식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200510_281%2F1589098224394x3Tw9_JPEG%2FL0nXqKHfjmWF6qfrMj4AWahn.jpg,372
125,한신포차 화곡역점,0.0,서울 강서구 화곡로 120 1층 101호,['포장마차'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250513_253%2F1747128936464wzAmb_PNG%2F%25C6%25F7%25C2%25F7%25C7%25D1%25C1%25A2%25BD%25C3.png,584
126,롯데리아 화곡시장점,4.33,서울 강서구 가로공원로76길 56 1층 롯데리아,['햄버거'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240923_185%2F1727052511572Vxuh6_JPEG%2F1.jpg,916
127,정직유부 강서구청점,0.0,서울 강서구 화곡로 295 르미엘 101호,['분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211112_277%2F1636707968358KDAKp_JPEG%2FSNS_%25C3%25CA%25B1%25E2%25BC%25BC%25C6%25C3_%25BB%25E7%25C1%25F8_%25C0%25FC%25B4%25DE.jpg,1136
128,교촌치킨 화곡본동점,4.57,서울 강서구 초록마을로 12 1층,"['치킨', '닭강정']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221130_290%2F1669782289053g3gih_JPEG%2F%25B1%25B3%25C3%25CC%25C4%25A1%25C5%25B2_%25BD%25C5%25B1%25D4_BI_%25BE%25C6%25C0%25CC%25C4%25DC%2528%25C4%25AB%25C4%25AB%25BF%25C0%2529.jpg,442
129,오재영스시,4.35,서울 강서구 까치산로2길 4 싱글하우스고시텔,"['초밥', '롤']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190709_203%2F1562664608736vkdb5_JPEG%2FZc2L_5bWumR78h2sQtWjxOwz.jpeg.jpg,168
130,일번지생고기 본점,4.5,서울 강서구 화곡로 194-5,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_51%2F1548775360530eQg6T_JPEG%2F6mgUETR0V3b7oXAkXty4wzaR.jpg,177
131,다케 강서화곡점,4.51,서울 강서구 초록마을로2길 50 풍전빌라 103호,['이자카야'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250408_238%2F1744115669112NiDyh_JPEG%2FKakaoTalk_20250408_213203064_04.jpg,207
132,타코깡패 우장산 송화시장 본점,0.0,서울 강서구 강서로45나길 51 1층,['일식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250326_246%2F1742990669748HL86w_JPEG%2F1000021130.jpg,1029
133,양푼이 동태탕,0.0,서울 강서구 화곡로 292 서광프리메라 103호,['한식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250413_146%2F1744517004121QU2ie_JPEG%2F1000251725.jpg,1095
134,메이탄 강서점,4.52,서울 강서구 강서로 242 강서 힐스테이트 상가 2층 215호 메이탄,['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160721_52%2F1469064541738rbWPH_JPEG%2F176671505920650_0.jpeg,691
135,더스위트리,0.0,서울 강서구 강서로47가길 38 1층 102호,['와플'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240806_63%2F17229482466013isc7_JPEG%2F1722944443819.jpg,1085
136,별봄차이나,0.0,서울 양천구 월정로 149 1층 101호,['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_1%2F1720770633653fLFH6_JPEG%2F1000026021.jpg,1197
137,명가교동짬뽕 강서구청점,0.0,서울 강서구 화곡로 320 1층 교동짬뽕,['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_78%2F1441106613939YIVPv_JPEG%2F166658563362829_0.jpeg,1389
138,보배반점 화곡점,0.0,서울 강서구 강서로 156,['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240919_130%2F1726731598589Cvite_JPEG%2FIMG_9737_1.jpg,149
139,맘스터치 까치산점,4.46,서울 강서구 강서로 42-1,['햄버거'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230829_137%2F1693282401170BAq7o_PNG%2F%25B7%25CE%25B0%25ED_%25C1%25A4%25B9%25E6%25C7%25FC.png,1269
140,어시장앤포장전문점 우장산역점,4.32,서울 강서구 강서로 277,['생선회'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191130_58%2F1575071779267uhYDG_JPEG%2FmNR5bHTg6ip-2YxjUjan1w_M.jpg,1018
141,이가네돈부속 까치산본점,0.0,서울 강서구 강서로18길 44 1층,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240821_85%2F1724239120712sFtAQ_JPEG%2FKakaoTalk_20240820_182609693_10.jpg,1079
142,남촌쭈꾸미 강서구본점,0.0,서울 강서구 화곡로 280 삼호빌딩 1층,['주꾸미요리'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241121_147%2F17321979296717vsj0_JPEG%2F1000024852.jpg,981
143,소심당,4.71,서울 강서구 화곡로23길 32 다온빌 102호,['베이커리'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200705_299%2F1593908391761kT9bY_JPEG%2FX7n5ODFN9gznK1RnEgzMSI0h.jpeg.jpg,363
144,할머니추어탕 신월2호점,4.3,서울 양천구 가로공원로 146,['추어탕'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190728_250%2F1564317551799Xytun_JPEG%2FuBEoNF5ww2Xb9FRbu5pSNYTJ.jpg,1055
145,봉평메밀막국수,4.21,서울 양천구 가로공원로 149 공원오피스,['막국수'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231223_200%2F1703326523258X1YDN_JPEG%2Fimage.jpg,990
146,분식을품다 강서점,0.0,서울 강서구 화곡로 135,['종합분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230801_245%2F1690842372954pygVQ_JPEG%2F%25B7%25CE%25B0%25ED-%25C3%25D6%25C1%25BE%25BE%25C8.jpg,435
147,역전할머니맥주 화곡역점,4.33,서울 강서구 화곡로 119 1층,"['맥주', '호프']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210820_82%2F1629440774913B5C7U_JPEG%2FJNqwVeC04o9QW2qUpGu9GRDK.jpg,584
148,빵집오빠 강서점,0.0,서울 강서구 화곡로24길 43 1층,['베이커리'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250423_151%2F17454028033744H1Xs_JPEG%2F%25BB%25A7%25C1%25FD%25BF%25C0%25BA%25FC1.jpg,396
149,다현소머리국밥,0.0,서울 강서구 가로공원로 186 1층 다현소머리국밥,['국밥'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240220_225%2F17084087274917Jw2D_JPEG%2F20240219_134516.jpg,728
150,고기에 진심을 담다,0.0,서울 강서구 화곡로 205 1층 고기에 진심을 담다,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230214_284%2F1676333488476jMa35_JPEG%2F%25B0%25A3%25C6%25C7.jpg,242
151,맘스터치 화곡점,4.29,서울 강서구 화곡로 145 양지빌딩,['햄버거'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181002_149%2F1538463449915av84V_JPEG%2FOX6SNpi-esZMi4A-PAKKShPX.jpg,323
152,한우정육소 까치산점,0.0,서울 강서구 강서로18길 36 1층,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240619_119%2F1718781367741dXb4n_JPEG%2FKakaoTalk_20240615_100000037_07.jpg,1074
153,동대문엽기떡볶이 까치산역점,4.39,서울 강서구 강서로 47 2층,['분식'],,1232
154,우정감자탕전문,4.31,서울 강서구 화곡로 194-48,['감자탕'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200415_205%2F15868921299986bIq7_JPEG%2FqEaTFz1H-2o71ilKlIuiIDpq.jpg,169
155,조선제일빵,4.5,서울 강서구 초록마을로2길 48 1층 조선제일빵,['베이커리'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201209_120%2F1607487831123RBjAI_PNG%2F24Nag0HeB2lByGoGObSIMzlH.png,222
156,공원포차,0.0,서울 강서구 가로공원로76길 17 1층 101호,['포장마차'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231105_6%2F16991835680095bxQS_JPEG%2FKakaoTalk_20231027_125229748.jpg,751
157,배스킨라빈스 화곡역점,4.4,서울 강서구 화곡로 149,['아이스크림'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,297
158,스타벅스 강서우장산점,0.0,"서울 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",['카페'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,632
159,꿀그릭,0.0,서울 강서구 강서로 60 1층 103호,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250427_267%2F1745732306718BeNa1_JPEG%2F%25B4%25DC%25C3%25BC.jpg,1119
160,이치방라멘,4.59,서울 강서구 강서로 271 1층10호,['일본식라면'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200721_182%2F1595297697779AXVaK_JPEG%2FYbp1zvh3UEKiNTPr4dx7inD1.jpeg.jpg,971
161,보승회관 까치산역점,0.0,서울 강서구 강서로 55 1층,['국밥'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240307_75%2F1709799657190kVyHY_JPEG%2F1.jpg,1146
162,더203에스티,0.0,서울 강서구 초록마을로 11 B1,['양식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231209_247%2F1702119447915Vcs1n_JPEG%2F1701596379163.jpg,462
163,명가원설농탕 화곡점,4.26,서울 강서구 강서로 195,"['곰탕', '설렁탕']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_35%2F1548810095233sB8xI_JPEG%2FYM70cci0O-en7pHwi3NQ1p0n.jpg,304
164,맘스터치 우장산역점,4.37,서울 강서구 강서로 271 2층 2호,['햄버거'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230829_137%2F1693282401170BAq7o_PNG%2F%25B7%25CE%25B0%25ED_%25C1%25A4%25B9%25E6%25C7%25FC.png,971
165,취락한방능이백숙 3호점,4.62,서울 강서구 화곡로53길 7-8,"['백숙', '삼계탕']",,1134
166,김종용누룽지통닭 화곡본점,4.26,서울 강서구 화곡로 115 1~2층,"['치킨', '닭강정']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160203_240%2F1454484927511xHi7I_JPEG%2F176153566546385_0.jpg,634
167,100억곱창,4.34,서울 강서구 화곡로 281,['야식'],,1008
168,명륜진사갈비 신월점,4.26,서울 양천구 월정로 193,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_81%2F1677138817876MyEAM_JPEG%2FKakaoTalk_20230223_164706526_04.jpg,931
169,노모어피자 화곡점,0.0,서울 강서구 강서로 145 1층 101-1호,['피자'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240116_3%2F1705376556071Xe3sT_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg,267
170,일등수산,4.44,서울 강서구 까치산로 38 1층,['생선회'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240512_159%2F17155194138052p5gt_JPEG%2F1715519378791.jpg,283
171,케이크오클락,0.0,서울 강서구 강서로35길 20 1층 102호,['케이크전문'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250520_139%2F17477101078675h6Cg_JPEG%2FIMG_8325.jpeg,309
172,원할머니보쌈족발 화곡역점,0.0,서울 강서구 화곡로 111 스카이빌딩,"['족발', '보쌈']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250401_289%2F17434635832169aAfn_PNG%2FKakaoTalk_20250401_081524926.png,667
173,카페 블리스,0.0,서울 강서구 화곡로 188 1층~2층,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250403_37%2F1743678238015igISO_JPEG%2F20250328_115327.jpg,96
174,명가냉면,4.27,서울 강서구 화곡로 277 1층 명가냉면,['냉면'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200911_124%2F1599819355043CsFyb_JPEG%2F7gn1xoh-XpaY2nmSMcUHXG5n.jpeg.jpg,965
175,투썸플레이스 우장산역점,0.0,서울 강서구 강서로 259,['카페'],,868
176,돈오야,4.48,서울 강서구 강서로 55,['돼지고기구이'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151126_214%2F1448536760272H4YRM_JPEG%2F167073514054740_0.jpeg,1146
177,삼봉통닭 우장산역점,0.0,서울 강서구 강서로 237 1층 9호,"['치킨', '닭강정']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240418_32%2F17134480635965UsaN_JPEG%2F1000007656.jpg,696
178,동대문엽기떡볶이 우장산점,4.32,서울 강서구 강서로45가길 8,['분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160414_115%2F1460600468753q5PtD_JPEG%2F176364515126194_0.jpeg,788
